iter	Passed	Remaining
221	10409	106811
222	10465	106855
223	10513	106827
224	10556	106735
225	10613	106792
226	10667	106816
227	10715	106778
228	10751	106626
229	10788	106475
230	10823	106312
231	10857	106141
232	10904	106100
233	10954	106076
234	10996	105986
235	11042	105935
236	11084	105836
237	11131	105793
238	11176	105735
239	11239	105834
240	11288	105813
241	11323	105650
242	11366	105572
243	11404	105441
244	11439	105289
245	11474	105137
246	11511	105005
247	11550	104887
248	11600	104869
249	11637	104736
250	11673	104599
251	11711	104472
252	11747	104336
253	11816	104489
254	11890	104680
255	11962	104859
256	12048	105155
257	12107	105212
258	12191	105487
259	12245	105495
260	12288	105420
261	12327	105304
262	12364	105165
263	12394	104981
264	12429	104828
265	12464	104684
266	12503	104569
267	12546	104490
268	12628	104739
269	12703	104919
270	12770	105042
271	12837	105157
272	12909	105305
273	12960	105288
274	13002	105205
275	13046	105131
276	13083	104999
277	13114	104820
278	13148	104665
279	13184	104534
280	13227	104452
281	13273	104396
282	13312	104290
283	13322	103950
284	13364	103868
285	13411	103820
286	13456	103759
287	13499	103679
288	13530	103515
289	13566	103383
290	13600	103239
291	13634	103099
292	13687	103101
293	13737	103079
294	13772	102943
295	13808	102816
296	13843	102684
297	13881	102576
298	13902	102339
299	13971	102455
300	14043	102596
301	14111	102703
302	14171	102751
303	14252	102954
304	14332	103146
305	14400	103250
306	14490	103512
307	14556	103597
308	14601	103533
309	14653	103522
310	14707	103519
311	14743	103390
312	14794	103374
313	14834	103273
314	14867	103131
315	14905	103018
316	14939	102878
317	14974	102749
318	15024	102723
319	15065	102633
320	15101	102512
321	15134	102367
322	15169	102239
323	15205	102118
324	15251	102068
325	15289	101958
326	15333	101898
327	15366	101753
328	15404	101648
329	15439	101529
330	15487	101489
331	15525	101381
332	15559	101252
333	15613	101255
334	15684	101365
335	15759	101498
336	15835	101636
337	15915	101801
338	15968	101794
339	16027	101822
340	16041	101567
341	16099	101585
342	16149	101555
343	16200	101536
344	16241	101453
345	16282	101368
346	16320	101263
347	16355	101141
348	16406	101118
349	16465	101146
350	16491	100966
351	16587	101220
352	16649	101262
353	16700	101242
354	16713	100989
355	16783	101075
356	16866	101243
357	16915	101208
358	16952	101102
359	16988	100986
360	17024	100875
361	17058	100750
362	17105	100698
363	17143	100602
364	17174	100461
365	17207	100328
366	17238	100192
367	17274	100077
368	17313	99986
369	17359	99934
370	17398	99840
371	17432	99719
372	17465	99594
373	17497	99464
374	17541	99399
375	17581	99314
376	17620	99227
377	17669	99190
378	17713	99131
379	17761	99092
380	17806	99034
381	17838	98906
382	17869	98773
383	17901	98643
384	17935	98530
385	17969	98411
386	18015	98361
387	18057	98293
388	18093	98186
389	18123	98053
390	18156	97933
391	18209	97921
392	18248	97838
393	18284	97731
394	18323	97650
395	18372	97614
396	18420	97575
397	18480	97601
398	18527	97558
399	18567	97481
400	18615	97442
401	18665	97415
402	18710	97359
403	18750	97279
404	18784	97167
405	18815	97042
406	18850	96941
407	18892	96868
408	18932	96789
409	18963	96669
410	18970	96422
411	19003	96307
412	19041	96221
413	19072	96102
414	19110	96011
415	19157	95973
416	19197	95893
417	19232	95795
418	19269	95702
419	19308	95624
420	19334	95478
421	19372	95395
422	19420	95357
423	19468	95321
424	19506	95239
425	19541	95140
426	19584	95079
427	19636	95064
428	19684	95027
429	19721	94939
430	19765	94884
431	19807	94818
432	19847	94747
433	19901	94739
434	19948	94696
435	19992	94643
436	20034	94578
437	20090	94580
438	20140	94554
439	20181	94484
440	20217	94395
441	20253	94304
442	20291	94220
443	20343	94203
444	20381	94119
445	20415	94019
446	20451	93932
447	20492	93862
448	20548	93863
449	20593	93816
450	20638	93766
451	20679	93699
452	20736	93701
453	20780	93647
454	20825	93601
455	20867	93537
456	20909	93474
457	20952	93414
458	21001	93386
459	21052	93363
460	21077	93223
461	21119	93161
462	21154	93070
463	21209	93067
464	21250	92998
465	21286	92909
466	21326	92840
467	21365	92768
468	21400	92675
469	21454	92665
470	21490	92579
471	21531	92514
472	21578	92471
473	21613	92382
474	21649	92293
475	21696	92253
476	21736	92185
477	21772	92100
478	21813	92034
479	21849	91949
480	21884	91861
481	21937	91846
482	21977	91775
483	21991	91600
484	22028	91518
485	22065	91439
486	22100	91352
487	22142	91294
488	22193	91271
489	22234	91207
490	22271	91125
491	22308	91047
492	22345	90966
493	22399	90958
494	22444	90910
495	22482	90836
496	22524	90777
497	22569	90731
498	22608	90660
499	22660	90640
500	22698	90566
501	22737	90495
502	22770	90402
503	22813	90346
504	22858	90304
505	22903	90254
506	22940	90178
507	22976	90096
508	23018	90039
509	23057	89969
510	23103	89926
511	23147	89878
512	23185	89803
513	23222	89728
514	23267	89680
515	23305	89607
516	23360	89600
517	23406	89559
518	23445	89489
519	23479	89404
520	23517	89330
521	23562	89284
522	23610	89250
523	23648	89179
524	23686	89106
525	23725	89037
526	23763	88968
527	23809	88924
528	23850	88865
529	23885	88783
530	23922	88707
531	23957	88624
532	23990	88536
533	24030	88472
534	24081	88447
535	24124	88396
536	24160	88318
537	24199	88251
538	24238	88185
539	24291	88169
540	24333	88112
541	24372	88045
542	24410	87977
543	24447	87902
544	24499	87881
545	24552	87867
546	24591	87800
547	24625	87717
548	24661	87639
549	24695	87558
550	24739	87510
551	24786	87470
552	24823	87398
553	24866	87348
554	24905	87280
555	24946	87224
556	24994	87187
557	25034	87126
558	25077	87075
559	25114	87003
560	25149	86924
561	25184	86845
562	25234	86819
563	25279	86774
564	25316	86703
565	25359	86653
566	25397	86584
567	25432	86506
568	25489	86503
569	25544	86491
570	25586	86437
571	25623	86368
572	25659	86292
573	25699	86230
574	25752	86213
575	25787	86138
576	25820	86054
577	25857	85984
578	25896	85919
579	25948	85898
580	25986	85830
581	26023	85761
582	26062	85696
583	26098	85622
584	26137	85561
585	26195	85560
586	26229	85479
587	26266	85409
588	26304	85344
589	26340	85271
590	26377	85201
591	26434	85199
592	26478	85152
593	26522	85104
594	26562	85044
595	26600	84977
596	26636	84905
597	26687	84883
598	26723	84809
599	26758	84736
600	26793	84659
601	26829	84590
602	26869	84528
603	26921	84507
604	26958	84439
605	26995	84371
606	27033	84308
607	27070	84238
608	27108	84172
609	27151	84125
610	27191	84065
611	27226	83992
612	27262	83920
613	27292	83833
614	27325	83755
615	27364	83692
616	27414	83665
617	27453	83604
618	27505	83582
619	27537	83501
620	27583	83462
621	27642	83459
622	27680	83395
623	27714	83321
624	27756	83270
625	27793	83202
626	27846	83183
627	27887	83128
628	27923	83060
629	27969	83021
630	27975	82861
631	28020	82820
632	28061	82765
633	28109	82732
634	28153	82685
635	28192	82628
636	28232	82569
637	28267	82498
638	28319	82475
639	28358	82417
640	28394	82348
641	28431	82282
642	28446	82154
643	28502	82144
644	28558	82132
645	28570	81995
646	28608	81935
647	28646	81872
648	28684	81811
649	28719	81740
650	28755	81672
651	28805	81645
652	28848	81596
653	28885	81532
654	28922	81467
655	28957	81399
656	29004	81363
657	29051	81326
658	29087	81260
659	29127	81203
660	29163	81137
661	29199	81071
662	29251	81047
663	29291	80991
664	29328	80928
665	29363	80860
666	29398	80791
667	29433	80721
668	29482	80690
669	29521	80632
670	29556	80565
671	29594	80505
672	29598	80351
673	29630	80275
674	29665	80208
675	29711	80169
676	29754	80122
677	29792	80061
678	29828	79996
679	29865	79933
680	29903	79873
681	29955	79851
682	30000	79811
683	30038	79751
684	30083	79711
685	30123	79657
686	30168	79614
687	30220	79592
688	30263	79545
689	30302	79489
690	30343	79436
691	30383	79384
692	30444	79385
693	30500	79372
694	30532	79297
695	30578	79257
696	30616	79199
697	30657	79148
698	30711	79128
699	30755	79085
700	30794	79029
701	30831	78966
702	30879	78932
703	30926	78897
704	30964	78838
705	30997	78767
706	31034	78704
707	31070	78642
708	31109	78584
709	31152	78539
710	31186	78470
711	31222	78406
712	31257	78342
713	31290	78271
714	31324	78201
715	31372	78168
716	31413	78116
717	31456	78072
718	31492	78008
719	31528	77946
720	31562	77876
721	31626	77884
722	31669	77836
723	31706	77776
724	31742	77713
725	31776	77646
726	31808	77574
727	31854	77535
728	31897	77489
729	31936	77434
730	31973	77374
731	32012	77319
732	32051	77264
733	32105	77246
734	32151	77207
735	32186	77143
736	32223	77082
737	32258	77018
738	32298	76966
739	32354	76951
740	32401	76914
741	32455	76895
742	32494	76841
743	32533	76785
744	32590	76773
745	32632	76725
746	32675	76679
747	32716	76629
748	32758	76582
749	32798	76529
750	32850	76505
751	32888	76448
752	32927	76393
753	32964	76334
754	33003	76278
755	33054	76253
756	33092	76196
757	33131	76141
758	33169	76084
759	33208	76031
760	33247	75974
761	33297	75946
762	33336	75891
763	33372	75830
764	33415	75785
765	33451	75723
766	33486	75661
767	33536	75632
768	33574	75576
769	33609	75513
770	33645	75452
771	33683	75394
772	33718	75332
773	33768	75302
774	33813	75262
775	33850	75204
776	33885	75142
777	33921	75080
778	33964	75035
779	34014	75007
780	34059	74965
781	34095	74905
782	34133	74849
783	34173	74797
784	34211	74741
785	34261	74711
786	34303	74665
787	34337	74601
788	34373	74542
789	34414	74493
790	34451	74433
791	34503	74408
792	34549	74369
793	34582	74303
794	34613	74234
795	34648	74172
796	34686	74117
797	34721	74055
798	34769	74022
799	34809	73969
800	34848	73916
801	34887	73864
802	34930	73820
803	34988	73806
804	35027	73754
805	35068	73704
806	35107	73650
807	35159	73625
808	35200	73576
809	35236	73517
810	35273	73461
811	35311	73405
812	35348	73349
813	35399	73320
814	35451	73295
815	35491	73244
816	35528	73186
817	35562	73125
818	35598	73065
819	35644	73027
820	35688	72985
821	35723	72925
822	35757	72862
823	35796	72809
824	35836	72758
825	35879	72715
826	35921	72667
827	35956	72607
828	35992	72549
829	36031	72497
830	36065	72434
831	36110	72394
832	36154	72352
833	36189	72292
834	36230	72244
835	36266	72185
836	36306	72135
837	36350	72092
838	36404	72071
839	36443	72019
840	36481	71964
841	36519	71911
842	36560	71862
843	36605	71822
844	36648	71778
845	36684	71721
846	36724	71672
847	36761	71616
848	36814	71591
849	36857	71547
850	36897	71497
851	36938	71448
852	36974	71391
853	37012	71338
854	37056	71296
855	37096	71246
856	37138	71199
857	37174	71143
858	37216	71096
859	37251	71038
860	37303	71010
861	37347	70968
862	37391	70927
863	37431	70877
864	37469	70823
865	37505	70766
866	37554	70733
867	37593	70681
868	37628	70624
869	37668	70574
870	37706	70521
871	37742	70464
872	37788	70425
873	37824	70369
874	37856	70305
875	37894	70252
876	37929	70192
877	37964	70134
878	38023	70120
879	38060	70065
880	38098	70012
881	38137	69961
882	38176	69911
883	38213	69856
884	38266	69831
885	38307	69783
886	38351	69741
887	38394	69698
888	38433	69646
889	38474	69599
890	38522	69566
891	38563	69518
892	38600	69464
893	38637	69409
894	38672	69351
895	38722	69319
896	38759	69266
897	38795	69209
898	38830	69151
899	38867	69098
900	38903	69042
901	38954	69012
902	38996	68967
903	39034	68914
904	39071	68860
905	39106	68802
906	39143	68749
907	39197	68725
908	39238	68678
909	39276	68625
910	39313	68572
911	39358	68532
912	39391	68471
913	39442	68441
914	39483	68395
915	39523	68346
916	39562	68295
917	39602	68247
918	39643	68201
919	39696	68174
920	39737	68127
921	39777	68079
922	39813	68023
923	39852	67973
924	39887	67917
925	39941	67892
926	39979	67840
927	40018	67790
928	40057	67739
929	40097	67691
930	40134	67638
931	40179	67598
932	40222	67555
933	40256	67496
934	40300	67454
935	40349	67422
936	40391	67376
937	40446	67353
938	40490	67311
939	40531	67265
940	40571	67216
941	40620	67183
942	40662	67138
943	40699	67084
944	40739	67036
945	40773	66978
946	40810	66925
947	40854	66884
948	40895	66837
949	40936	66791
950	40971	66734
951	41008	66681
952	41045	66628
953	41096	66599
954	41142	66560
955	41177	66504
956	41215	66453
957	41251	66398
958	41288	66346
959	41332	66304
960	41375	66261
961	41408	66202
962	41447	66151
963	41488	66105
964	41525	66053
965	41572	66017
966	41622	65984
967	41661	65934
968	41695	65877
969	41735	65829
970	41773	65779
971	41822	65745
972	41866	65704
973	41908	65659
974	41947	65610
975	41987	65562
976	42026	65513
977	42079	65486
978	42127	65449
979	42164	65398
980	42203	65349
981	42251	65314
982	42308	65291
983	42341	65233
984	42375	65175
985	42411	65123
986	42447	65068
987	42499	65039
988	42548	65006
989	42586	64954
990	42629	64911
991	42668	64862
992	42704	64809
993	42756	64780
994	42798	64734
995	42832	64678
996	42869	64626
997	42904	64571
998	42941	64519
999	42986	64479
1000	43030	64437
1001	43067	64385
1002	43106	64336
1003	43144	64286
1004	43176	64227
1005	43223	64190
1006	43265	64145
1007	43307	64101
1008	43344	64050
1009	43381	63998
1010	43415	63941
1011	43459	63901
1012	43501	63856
1013	43539	63806
1014	43576	63755
1015	43610	63699
1016	43646	63645
1017	43699	63617
1018	43738	63568
1019	43773	63514
1020	43808	63460
1021	43843	63405
1022	43881	63355
1023	43917	63302
1024	43968	63272
1025	44009	63226
1026	44047	63175
1027	44086	63127
1028	44125	63079
1029	44164	63030
1030	44216	63000
1031	44269	62972
1032	44316	62936
1033	44356	62887
1034	44397	62842
1035	44457	62823
1036	44498	62779
1037	44532	62722
1038	44569	62671
1039	44607	62621
1040	44645	62571
1041	44696	62540
1042	44742	62502
1043	44780	62451
1044	44815	62399
1045	44854	62350
1046	44888	62295
1047	44937	62261
1048	44976	62212
1049	45010	62157
1050	45045	62104
1051	45083	62054
1052	45123	62007
1053	45180	61984
1054	45219	61935
1055	45260	61890
1056	45296	61838
1057	45327	61779
1058	45361	61724
1059	45396	61670
1060	45448	61640
1061	45488	61594
1062	45527	61546
1063	45564	61495
1064	45597	61438
1065	45630	61383
1066	45678	61347
1067	45719	61301
1068	45759	61254
1069	45794	61201
1070	45830	61150
1071	45868	61100
1072	45919	61068
1073	45959	61021
1074	45997	60973
1075	46032	60920
1076	46070	60871
1077	46109	60823
1078	46158	60789
1079	46202	60747
1080	46252	60714
1081	46298	60675
1082	46341	60633
1083	46386	60593
1084	46431	60553
1085	46470	60505
1086	46512	60461
1087	46554	60417
1088	46593	60370
1089	46652	60348
1090	46697	60308
1091	46738	60264
1092	46779	60218
1093	46834	60191
1094	46881	60154
1095	46918	60103
1096	46953	60051
1097	46987	59997
1098	47034	59958
1099	47077	59916
1100	47113	59865
1101	47153	59819
1102	47189	59767
1103	47239	59734
1104	47288	59698
1105	47329	59654
1106	47366	59603
1107	47404	59554
1108	47439	59502
1109	47484	59462
1110	47547	59444
1111	47593	59406
1112	47661	59394
1113	47780	59446
1114	47842	59428
1115	47909	59414
1116	47956	59377
1117	47996	59329
1118	48036	59283
1119	48081	59243
1120	48125	59201
1121	48193	59189
1122	48237	59148
1123	48282	59107
1124	48328	59068
1125	48379	59035
1126	48431	59003
1127	48469	58954
1128	48517	58917
1129	48593	58914
1130	48656	58895
1131	48706	58861
1132	48765	58837
1133	48831	58821
1134	48892	58800
1135	48948	58772
1136	48999	58738
1137	49055	58711
1138	49111	58683
1139	49159	58646
1140	49198	58597
1141	49233	58545
1142	49273	58498
1143	49318	58458
1144	49357	58409
1145	49391	58356
1146	49434	58313
1147	49471	58262
1148	49524	58231
1149	49565	58185
1150	49603	58136
1151	49637	58083
1152	49674	58032
1153	49711	57982
1154	49764	57950
1155	49799	57897
1156	49834	57845
1157	49869	57793
1158	49908	57746
1159	49952	57703
1160	50009	57676
1161	50049	57629
1162	50087	57581
1163	50124	57530
1164	50158	57477
1165	50195	57427
1166	50249	57397
1167	50291	57353
1168	50331	57307
1169	50367	57254
1170	50407	57208
1171	50448	57163
1172	50501	57131
1173	50544	57089
1174	50581	57038
1175	50625	56996
1176	50664	56949
1177	50703	56901
1178	50753	56866
1179	50795	56821
1180	50832	56772
1181	50868	56721
1182	50904	56670
1183	50942	56621
1184	50994	56588
1185	51030	56537
1186	51064	56485
1187	51102	56436
1188	51143	56390
1189	51183	56344
1190	51230	56305
1191	51271	56261
1192	51318	56222
1193	51359	56177
1194	51398	56129
1195	51437	56082
1196	51497	56057
1197	51548	56023
1198	51592	55981
1199	51631	55934
1200	51674	55891
1201	51719	55850
1202	51757	55801
1203	51793	55751
1204	51833	55704
1205	51874	55659
1206	51926	55626
1207	51970	55584
1208	52007	55534
1209	52045	55486
1210	52088	55443
1211	52129	55398
1212	52176	55359
1213	52222	55319
1214	52261	55271
1215	52303	55228
1216	52341	55180
1217	52376	55128
1218	52424	55090
1219	52462	55042
1220	52521	55016
1221	52640	55053
1222	52711	55038
1223	52765	55007
1224	52825	54981
1225	52883	54954
1226	52933	54918
1227	52990	54888
1228	53033	54845
1229	53073	54799
1230	53115	54755
1231	53174	54728
1232	53229	54697
1233	53268	54650
1234	53310	54605
1235	53354	54562
1236	53405	54527
1237	53472	54508
1238	53526	54476
1239	53567	54431
1240	53604	54382
1241	53666	54358
1242	53717	54322
1243	53773	54292
1244	53839	54271
1245	53900	54247
1246	53966	54226
1247	54018	54191
1248	54066	54153
1249	54134	54134
1250	54217	54130
1251	54268	54094
1252	54315	54055
1253	54371	54024
1254	54430	53996
1255	54480	53960
1256	54519	53912
1257	54559	53865
1258	54606	53825
1259	54651	53783
1260	54697	53742
1261	54732	53691
1262	54769	53641
1263	54812	53598
1264	54863	53562
1265	54905	53517
1266	54942	53467
1267	54976	53415
1268	55011	53363
1269	55059	53325
1270	55104	53283
1271	55139	53232
1272	55174	53180
1273	55211	53131
1274	55249	53082
1275	55295	53042
1276	55336	52996
1277	55377	52951
1278	55414	52901
1279	55450	52850
1280	55484	52798
1281	55529	52756
1282	55570	52712
1283	55606	52661
1284	55644	52613
1285	55678	52561
1286	55715	52512
1287	55771	52480
1288	55811	52433
1289	55848	52384
1290	55884	52334
1291	55926	52290
1292	55965	52243
1293	56018	52208
1294	56060	52164
1295	56106	52123
1296	56143	52074
1297	56186	52030
1298	56223	51981
1299	56280	51951
1300	56331	51914
1301	56369	51867
1302	56411	51822
1303	56458	51782
1304	56504	51741
1305	56556	51706
1306	56597	51660
1307	56639	51616
1308	56676	51567
1309	56727	51531
1310	56765	51482
1311	56802	51433
1312	56838	51384
1313	56878	51337
1314	56913	51286
1315	56964	51251
1316	57008	51208
1317	57042	51156
1318	57079	51107
1319	57118	51060
1320	57155	51011
1321	57206	50975
1322	57243	50926
1323	57276	50873
1324	57313	50825
1325	57352	50778
1326	57386	50727
1327	57437	50690
1328	57482	50648
1329	57526	50605
1330	57563	50557
1331	57598	50507
1332	57633	50456
1333	57683	50418
1334	57720	50370
1335	57751	50316
1336	57789	50268
1337	57824	50218
1338	57863	50171
1339	57897	50120
1340	57947	50082
1341	57987	50036
1342	58026	49989
1343	58061	49940
1344	58112	49902
1345	58151	49856
1346	58207	49823
1347	58243	49774
1348	58281	49727
1349	58318	49678
1350	58355	49630
1351	58395	49584
1352	58449	49550
1353	58494	49508
1354	58531	49460
1355	58577	49419
1356	58616	49372
1357	58665	49334
1358	58720	49301
1359	58759	49254
1360	58792	49202
1361	58828	49153
1362	58867	49106
1363	58915	49067
1364	58957	49023
1365	58995	48975
1366	59026	48922
1367	59065	48875
1368	59121	48843
1369	59163	48799
1370	59201	48751
1371	59239	48704
1372	59274	48654
1373	59308	48603
1374	59361	48568
1375	59402	48523
1376	59439	48475
1377	59476	48427
1378	59517	48382
1379	59553	48333
1380	59605	48297
1381	59650	48255
1382	59689	48208
1383	59726	48160
1384	59762	48111
1385	59796	48061
1386	59845	48023
1387	59889	47980
1388	59929	47934
1389	59968	47888
1390	60006	47841
1391	60048	47796
1392	60105	47765
1393	60152	47725
1394	60189	47676
1395	60225	47627
1396	60266	47583
1397	60303	47535
1398	60349	47494
1399	60390	47449
1400	60426	47400
1401	60469	47357
1402	60508	47310
1403	60545	47263
1404	60595	47225
1405	60635	47179
1406	60674	47134
1407	60715	47088
1408	60757	47045
1409	60801	47002
1410	60855	46967
1411	60901	46926
1412	60939	46880
1413	60978	46833
1414	61027	46794
1415	61090	46767
1416	61134	46724
1417	61171	46676
1418	61208	46629
1419	61256	46589
1420	61300	46546
1421	61337	46499
1422	61372	46450
1423	61412	46404
1424	61450	46357
1425	61504	46322
1426	61552	46283
1427	61588	46234
1428	61622	46184
1429	61659	46136
1430	61697	46089
1431	61748	46052
1432	61786	46005
1433	61823	45957
1434	61860	45910
1435	61901	45865
1436	61935	45816
1437	61984	45776
1438	62028	45734
1439	62077	45695
1440	62115	45649
1441	62151	45600
1442	62188	45552
1443	62240	45516
1444	62282	45472
1445	62321	45426
1446	62359	45379
1447	62400	45334
1448	62440	45289
1449	62492	45253
1450	62533	45208
1451	62572	45162
1452	62607	45113
1453	62644	45065
1454	62678	45016
1455	62725	44976
1456	62765	44930
1457	62801	44883
1458	62834	44832
1459	62870	44784
1460	62905	44735
1461	62942	44688
1462	62991	44649
1463	63039	44609
1464	63079	44564
1465	63116	44517
1466	63157	44472
1467	63199	44429
1468	63252	44393
1469	63294	44349
1470	63334	44304
1471	63373	44257
1472	63414	44213
1473	63461	44173
1474	63507	44132
1475	63545	44085
1476	63582	44038
1477	63623	43994
1478	63682	43962
1479	63716	43913
1480	63756	43867
1481	63792	43819
1482	63830	43773
1483	63879	43734
1484	63921	43690
1485	63957	43642
1486	63996	43596
1487	64045	43557
1488	64100	43522
1489	64134	43473
1490	64170	43425
1491	64208	43379
1492	64245	43332
1493	64294	43293
1494	64335	43248
1495	64372	43201
1496	64409	43154
1497	64446	43107
1498	64496	43069
1499	64536	43024
1500	64577	42979
1501	64613	42932
1502	64652	42886
1503	64702	42848
1504	64741	42802
1505	64778	42755
1506	64817	42710
1507	64862	42667
1508	64913	42630
1509	64948	42582
1510	64986	42535
1511	65030	42493
1512	65063	42443
1513	65112	42404
1514	65152	42359
1515	65186	42310
1516	65222	42263
1517	65258	42215
1518	65296	42169
1519	65343	42129
1520	65384	42084
1521	65424	42040
1522	65464	41995
1523	65507	41952
1524	65543	41904
1525	65602	41871
1526	65642	41827
1527	65685	41784
1528	65727	41740
1529	65770	41697
1530	65810	41652
1531	65858	41612
1532	65901	41570
1533	65940	41524
1534	65988	41484
1535	66049	41452
1536	66089	41408
1537	66125	41360
1538	66158	41311
1539	66196	41265
1540	66236	41220
1541	66285	41181
1542	66328	41138
1543	66365	41091
1544	66407	41048
1545	66443	41000
1546	66481	40954
1547	66529	40915
1548	66578	40875
1549	66612	40826
1550	66650	40781
1551	66690	40735
1552	66731	40691
1553	66779	40652
1554	66819	40607
1555	66855	40560
1556	66892	40513
1557	66930	40467
1558	66987	40433
1559	67033	40391
1560	67068	40344
1561	67104	40297
1562	67139	40249
1563	67189	40210
1564	67235	40169
1565	67278	40126
1566	67320	40083
1567	67356	40035
1568	67396	39991
1569	67448	39953
1570	67489	39909
1571	67522	39860
1572	67561	39815
1573	67597	39768
1574	67650	39731
1575	67687	39684
1576	67724	39638
1577	67763	39592
1578	67804	39548
1579	67844	39504
1580	67904	39471
1581	67952	39431
1582	68011	39397
1583	68049	39351
1584	68092	39309
1585	68143	39270
1586	68183	39225
1587	68223	39180
1588	68261	39135
1589	68298	39089
1590	68332	39041
1591	68378	38999
1592	68429	38961
1593	68463	38913
1594	68508	38871
1595	68547	38826
1596	68583	38779
1597	68636	38742
1598	68678	38698
1599	68714	38651
1600	68753	38606
1601	68789	38559
1602	68825	38512
1603	68871	38472
1604	68909	38425
1605	68952	38383
1606	68991	38338
1607	69032	38294
1608	69069	38248
1609	69121	38209
1610	69158	38163
1611	69198	38119
1612	69232	38071
1613	69270	38025
1614	69305	37978
1615	69356	37940
1616	69398	37896
1617	69437	37851
1618	69475	37805
1619	69513	37760
1620	69551	37714
1621	69596	37672
1622	69643	37632
1623	69683	37588
1624	69722	37542
1625	69756	37495
1626	69796	37450
1627	69846	37411
1628	69887	37367
1629	69931	37325
1630	69981	37286
1631	70022	37242
1632	70073	37203
1633	70111	37158
1634	70147	37111
1635	70185	37065
1636	70228	37023
1637	70267	36978
1638	70327	36944
1639	70368	36900
1640	70406	36854
1641	70444	36809
1642	70482	36764
1643	70520	36718
1644	70572	36680
1645	70617	36638
1646	70652	36591
1647	70686	36544
1648	70722	36497
1649	70759	36451
1650	70806	36411
1651	70851	36369
1652	70885	36321
1653	70923	36276
1654	70964	36232
1655	71001	36186
1656	71048	36145
1657	71085	36100
1658	71123	36054
1659	71162	36009
1660	71199	35964
1661	71249	35924
1662	71292	35882
1663	71329	35836
1664	71365	35789
1665	71403	35744
