iter	MAE
1665	2510022.427
1666	2509699.953
1667	2508837.185
1668	2508399.964
1669	2507760.335
1670	2507423.222
1671	2507126.142
1672	2506812.787
1673	2506602.747
1674	2504777.667
1675	2503649.905
1676	2503112.494
1677	2501259.685
1678	2501040.645
1679	2500295.024
1680	2499022.544
1681	2498066.546
1682	2496859.106
1683	2494642.607
1684	2493824.006
1685	2492942.329
1686	2491570.861
1687	2490849.712
1688	2490465.951
1689	2489763.352
1690	2488265.849
1691	2487795.973
1692	2487372.511
1693	2485961.442
1694	2485786.978
1695	2484777.292
1696	2483394.378
1697	2482728.054
1698	2482571.728
1699	2482304.894
1700	2482280.752
1701	2481751.31
1702	2481146.896
1703	2480939.478
1704	2479414.605
1705	2478682.001
1706	2478270.089
1707	2477690.018
1708	2477299.573
1709	2476964.941
1710	2476378.971
1711	2475994.782
1712	2475156.047
1713	2474638.887
1714	2473939.766
1715	2473033.284
1716	2472574.296
1717	2472534.719
1718	2471900.874
1719	2470682.265
1720	2470081.029
1721	2469596.198
1722	2467953.233
1723	2467764.766
1724	2466860.804
1725	2466202.551
1726	2465988.227
1727	2465496.764
1728	2465115.393
1729	2464484.111
1730	2462834.943
1731	2461733.459
1732	2461582.882
1733	2460367.261
1734	2459444.23
1735	2459282.039
1736	2459080.882
1737	2458249.665
1738	2458048.378
1739	2456688.311
1740	2456089.027
1741	2455803.958
1742	2455564.809
1743	2455214.081
1744	2454894.45
1745	2454611.021
1746	2454274.309
1747	2453686.822
1748	2453359.051
1749	2452566.55
1750	2451555.44
1751	2449373.819
1752	2448624.868
1753	2448104.754
1754	2447264.73
1755	2447039.5
1756	2446625.419
1757	2446341.704
1758	2446027.724
1759	2445799.861
1760	2445137.011
1761	2444543.419
1762	2444322.896
1763	2444090.261
1764	2443898.291
1765	2443359.691
1766	2442505.268
1767	2442211.57
1768	2440936.497
1769	2440467.272
1770	2439563.64
1771	2438059.996
1772	2437768.816
1773	2437635.982
1774	2437201.911
1775	2436720.52
1776	2436577.948
1777	2436371.113
1778	2436167.666
1779	2435139.774
1780	2434205.037
1781	2433455.051
1782	2432876.417
1783	2432302.478
1784	2431666.127
1785	2431408.645
1786	2431225.737
1787	2430746.983
1788	2430513.137
1789	2430328.349
1790	2430073.898
1791	2429190.417
1792	2428985.247
1793	2428485.745
1794	2427176.794
1795	2426455.522
1796	2426106.482
1797	2425607.492
1798	2424323.12
1799	2424061.591
1800	2423821.462
1801	2422314.727
1802	2422040.159
1803	2421806.021
1804	2421134.052
1805	2420207.792
1806	2420088.802
1807	2419973.136
1808	2419404.076
1809	2419015.899
1810	2418219.39
1811	2417261.009
1812	2417121.513
1813	2416650.032
1814	2416599.63
1815	2416337.843
1816	2416028.831
1817	2415733.619
1818	2415175.304
1819	2414338.648
1820	2413919.05
1821	2413656.73
1822	2413044.709
1823	2412793.637
1824	2412279.194
1825	2411749.413
1826	2411056.994
1827	2410587.001
1828	2410521.926
1829	2410027.655
1830	2409246.377
1831	2408874.634
1832	2408409.263
1833	2407402.515
1834	2406917.545
1835	2404932.805
1836	2403683.63
1837	2403183.717
1838	2402692.581
1839	2402572.509
1840	2401116.648
1841	2400695.946
1842	2399523.085
1843	2399123.853
1844	2398865.077
1845	2398780.459
1846	2397981.959
1847	2397931.611
1848	2397216.152
1849	2396313.095
1850	2395889.276
1851	2395004.428
1852	2394362.208
1853	2393705.883
1854	2393081.952
1855	2392548.749
1856	2392072.715
1857	2390674.978
1858	2390459.252
1859	2390273.474
1860	2388878.242
1861	2388318.716
1862	2387534.565
1863	2387194.053
1864	2385979.694
1865	2383878.419
1866	2383387.348
1867	2382895.38
1868	2382457.549
1869	2381808.751
1870	2380742.79
1871	2380619.224
1872	2379382.295
1873	2378977.571
1874	2378441.695
1875	2378133.299
1876	2377588.344
1877	2377263.068
1878	2377142.85
1879	2374418.975
1880	2374061.061
1881	2372356.551
1882	2372164.588
1883	2370808.556
1884	2370274.198
1885	2369588.397
1886	2368484.58
1887	2367999.974
1888	2366167.808
1889	2365642.876
1890	2365026.138
1891	2364962.149
1892	2364736.005
1893	2363541.248
1894	2363027.901
1895	2362495.291
1896	2361489.087
1897	2361100.56
1898	2360638.704
1899	2360167.204
1900	2360007.616
1901	2359842.371
1902	2359107.635
1903	2358256.859
1904	2358100.943
1905	2357931.295
1906	2357581.113
1907	2356862.83
1908	2356304.392
1909	2355430.809
1910	2355125.942
1911	2354629.696
1912	2354235.497
1913	2353907.721
1914	2353385.077
1915	2352987.574
1916	2352524.974
1917	2351977.475
1918	2351359.582
1919	2349942.468
1920	2349310.969
1921	2349194.038
1922	2348474.424
1923	2347875.05
1924	2347430.669
1925	2347174.546
1926	2346987.204
1927	2346471.934
1928	2346209.385
1929	2346104.664
1930	2345934.71
1931	2344933.036
1932	2344456.556
1933	2344266.744
1934	2343891.098
1935	2342921.489
1936	2342594.973
1937	2342096.614
1938	2341694.814
1939	2341452.875
1940	2340032.669
1941	2339133.042
1942	2338551.066
1943	2337780.187
1944	2337600.389
1945	2337260.418
1946	2336850.403
1947	2336368.64
1948	2336121.304
1949	2335431.246
1950	2335316.297
1951	2334758.048
1952	2334324.922
1953	2333962.092
1954	2333367.424
1955	2333265.349
1956	2332093.005
1957	2330987.171
1958	2330725.158
1959	2330674.254
1960	2330199.559
1961	2328818.075
1962	2328408.318
1963	2327998.442
1964	2327150.215
1965	2326265.282
1966	2325537.917
1967	2324969.983
1968	2324414.184
1969	2323803.406
1970	2323097.315
1971	2322411.245
1972	2321170.448
1973	2319830.598
1974	2318626.642
1975	2318088.498
1976	2317386.957
1977	2316758.69
1978	2316627.052
1979	2316210.975
1980	2315177.889
1981	2314848.509
1982	2314132.632
1983	2313082.558
1984	2312630.646
1985	2312404.538
1986	2312081.782
1987	2311286.96
1988	2311133.65
1989	2309463.099
1990	2309137.202
1991	2308850.522
1992	2308232.323
1993	2307747.761
1994	2307300.404
1995	2306501.815
1996	2305261.63
1997	2305132.034
1998	2305037.612
1999	2304876.429
2000	2304534.801
2001	2304280.333
2002	2304159.487
2003	2303949.463
2004	2303053.208
2005	2302542.118
2006	2301702.11
2007	2301451.773
2008	2301256.726
2009	2300783.076
2010	2300695.428
2011	2300494.719
2012	2300335.801
2013	2299948.307
2014	2299803.189
2015	2297937.398
2016	2297845.074
2017	2297597.816
2018	2297061.972
2019	2296636.888
2020	2296297.448
2021	2296272.862
2022	2295892.703
2023	2295867.636
2024	2295780.933
2025	2295511.463
2026	2295363.13
2027	2295192.957
2028	2295088.256
2029	2294497.738
2030	2294199.778
2031	2294003.187
2032	2293297.313
2033	2291930.028
2034	2291539.602
2035	2291107.459
2036	2290752.277
2037	2290646.804
2038	2290428.793
2039	2290349.796
2040	2290037.085
2041	2289846.15
2042	2289015.618
2043	2287631.735
2044	2286846.383
2045	2286752.481
2046	2285326.758
2047	2284318.715
2048	2283967.447
2049	2283303.535
2050	2283072.059
2051	2282684.113
2052	2281712.347
2053	2280779.514
2054	2280159.318
2055	2279540.243
2056	2279166.973
2057	2278764.407
2058	2278025.376
2059	2275792.008
2060	2275234.202
2061	2274429.97
2062	2273512.155
2063	2273300.966
2064	2272995.126
2065	2271773.7
2066	2271141.765
2067	2270112.498
2068	2269945.852
2069	2269913.928
2070	2269114.745
2071	2269035.036
2072	2268730.395
2073	2267378.09
2074	2267022.567
2075	2266214.464
2076	2265959.547
2077	2265560.809
2078	2265169.144
2079	2264582.307
2080	2264170.96
2081	2263287.146
2082	2263247.858
2083	2263073.275
2084	2262846.956
2085	2262278.691
2086	2262190.317
2087	2261971.006
2088	2260871.914
2089	2259102.785
2090	2258632.175
2091	2258093.54
2092	2257946.666
2093	2257737.455
2094	2257520
2095	2256887.742
2096	2256543.668
2097	2256338.777
2098	2256095.304
2099	2255885.38
2100	2255658.471
2101	2255458.503
2102	2255299.759
2103	2254362.779
2104	2254163.505
2105	2253882.728
2106	2253490.506
2107	2252871.095
2108	2252207.41
2109	2251678.751
2110	2251440.195
2111	2250879.913
2112	2250598.476
2113	2250251.245
2114	2249451.488
2115	2249159.104
2116	2248599.537
2117	2248386.058
2118	2248254.371
2119	2248042.647
2120	2247970.487
2121	2247599.062
2122	2247229.415
2123	2247115.128
2124	2246659.777
2125	2246112.43
2126	2245734.12
2127	2245670.018
2128	2245535.99
2129	2245223.559
2130	2244993.702
2131	2244095.605
2132	2243894.27
2133	2243584.629
2134	2243560.094
2135	2242733.811
2136	2242595.889
2137	2242313.263
2138	2241942.199
2139	2241895.886
2140	2241793.049
2141	2241562.498
2142	2241348.624
2143	2241293.927
2144	2241214.001
2145	2240967.704
2146	2240936.961
2147	2240578.104
2148	2239680.227
2149	2239492.58
2150	2239354.838
2151	2239291.524
2152	2239118.525
2153	2239077.324
2154	2238962.667
2155	2238844.421
2156	2238752.241
2157	2238482.479
2158	2237961.824
2159	2237772.006
2160	2237179.321
2161	2237123.418
2162	2236825.68
2163	2236718.89
2164	2236403.438
2165	2236263.91
2166	2235886.488
2167	2235597.043
2168	2235059.477
2169	2234352.561
2170	2234139.245
2171	2233850.011
2172	2233371.046
2173	2232910.504
2174	2232743.397
2175	2232474.253
2176	2232038.278
2177	2231983.869
2178	2231533.9
2179	2231207.007
2180	2230438.248
2181	2230165.286
2182	2229514.141
2183	2229326.967
2184	2228949.397
2185	2228341.213
2186	2228014.058
2187	2227948.869
2188	2227668.072
2189	2227014.153
2190	2226866.775
2191	2226766.457
2192	2226736.211
2193	2226674.609
2194	2226482.111
2195	2226312.274
2196	2226248.324
2197	2226181.294
2198	2225771.351
2199	2225326.101
2200	2224962.752
2201	2224768.788
2202	2224530.436
2203	2224436.202
2204	2223811.558
2205	2223704.062
2206	2223537.866
2207	2223462.207
2208	2222469.943
2209	2222217.093
2210	2221958.163
2211	2221180.913
2212	2221113.865
2213	2220063.231
2214	2219752.55
2215	2219048.447
2216	2218993.438
2217	2218535.212
2218	2218258.972
2219	2218159.228
2220	2217709.543
2221	2216921.588
2222	2216708.301
2223	2216492.397
2224	2216345.484
2225	2215175.155
2226	2214177.848
2227	2214017.962
2228	2213964.549
2229	2213908.068
2230	2213333.099
2231	2213124.91
2232	2213103.426
2233	2213069.831
2234	2212789.787
2235	2212619.89
2236	2212604.918
2237	2212554.304
2238	2212209.618
2239	2212150.091
2240	2211639.447
2241	2211536.182
2242	2211472.975
2243	2211444.82
2244	2211388.106
2245	2211297.23
2246	2211110.877
2247	2210998.42
2248	2210620.418
2249	2210598.601
2250	2210520.848
2251	2210290.939
2252	2210022.685
2253	2210004.392
2254	2209839.402
2255	2209353.788
2256	2209043.837
2257	2208656.775
2258	2208640.4
2259	2207465.84
2260	2207090.044
2261	2206897.674
2262	2206445.664
2263	2206402.15
2264	2206332.417
2265	2206231.538
2266	2206032.159
2267	2205804.134
2268	2205332.455
2269	2205056.144
2270	2204849.768
2271	2204832.249
2272	2204780.358
2273	2203904.308
2274	2203821.253
2275	2203522.401
2276	2203491.945
2277	2203178.325
2278	2203141.44
2279	2202686.794
2280	2202593.008
2281	2202180.134
2282	2202016.933
2283	2201593.742
2284	2201514.412
2285	2201162.172
2286	2201145.167
2287	2201092.906
2288	2200885.949
2289	2200749.621
2290	2200338.658
2291	2199224.979
2292	2198930.126
2293	2198817.914
2294	2198023.57
2295	2197508.975
2296	2197403.001
2297	2197345.769
2298	2197153.687
2299	2197106.313
2300	2196930.99
2301	2196684.071
2302	2196437.619
2303	2195961.074
2304	2195607.765
2305	2195334.013
2306	2195053.764
2307	2194790.966
2308	2194619.338
2309	2194460.381
2310	2194152.968
2311	2194097.124
2312	2194084.368
2313	2193828.87
2314	2193741.332
2315	2193667.461
2316	2193578.598
2317	2193509.912
2318	2193281.089
2319	2192892.151
2320	2192850.369
2321	2192311.371
2322	2192124.706
2323	2192105.785
2324	2192081.001
2325	2192058.701
2326	2191936.109
2327	2191886.286
2328	2191661.011
2329	2191255.11
2330	2190669.191
2331	2190466.374
2332	2189197.91
2333	2188407.021
2334	2187744.417
2335	2187512.118
2336	2186896.982
2337	2186430.107
2338	2185492.206
2339	2184567.981
2340	2184293.678
2341	2184084.135
2342	2183925.043
2343	2183105.897
2344	2183024.987
2345	2182813.9
2346	2182468.651
2347	2181619.355
2348	2180683.724
2349	2180485.734
2350	2179608.121
2351	2179456.099
2352	2179221.551
2353	2179119.709
2354	2178525.082
2355	2178435.027
2356	2177812.593
2357	2177519.098
2358	2177379.588
2359	2177231.566
2360	2176961.947
2361	2176901.769
2362	2176826.598
2363	2176337.905
2364	2176249.164
2365	2175964.885
2366	2175519.38
2367	2174952.354
2368	2174836.89
2369	2174655.436
2370	2174414.832
2371	2174259.747
2372	2174029.102
2373	2174008.128
2374	2173866.345
2375	2173667.997
2376	2173567.382
2377	2173496.763
2378	2173277.814
2379	2173153.621
2380	2172923.823
2381	2172845.268
2382	2171808.273
2383	2171743.856
2384	2170996.607
2385	2170820.662
2386	2170500.601
2387	2170089.221
2388	2169828.841
2389	2169577.926
2390	2169096.381
2391	2168971.437
2392	2168914.706
2393	2168756.618
2394	2168184.036
2395	2167874.956
2396	2167639.564
2397	2166687.379
2398	2166384.374
2399	2166197.665
2400	2166063.675
2401	2165781.164
2402	2165764.257
2403	2165317.121
2404	2165044.911
2405	2165010.054
2406	2164843.855
2407	2164711.589
2408	2164435.586
2409	2164263.025
2410	2164243.28
2411	2164032.582
2412	2163668.55
2413	2163318.829
2414	2163088.224
2415	2162681.619
2416	2162297.925
2417	2161504.268
2418	2161395.95
2419	2160936.229
2420	2160462.515
2421	2159861.294
2422	2159024.161
2423	2158208.775
2424	2157907.92
2425	2157625.888
2426	2157518.301
2427	2157089.32
2428	2155956.021
2429	2155657.073
2430	2155194.016
2431	2154683.636
2432	2153672.371
2433	2153155.798
2434	2152801.98
2435	2152573.873
2436	2152179.309
2437	2151505.787
2438	2151213.78
2439	2150991.624
2440	2150845.022
2441	2150410.205
2442	2150372.082
2443	2149954.728
2444	2149412.98
2445	2149137.765
2446	2148738.783
2447	2148332.094
2448	2148233.185
2449	2147733.362
2450	2147425.306
2451	2147173.842
2452	2146970.167
2453	2146729.12
2454	2146143.295
2455	2145004
2456	2144734.705
2457	2144472.911
2458	2144044.68
2459	2143715.802
2460	2143565.149
2461	2143455.204
2462	2142588.508
2463	2142060.623
2464	2141987.55
2465	2141754.482
2466	2141549.939
2467	2141436.557
2468	2140977.169
2469	2140872.087
2470	2140843.976
2471	2140531.846
2472	2139817.713
2473	2139752.88
2474	2139704.995
2475	2139666.944
2476	2139490.43
2477	2138600.704
2478	2138332.301
2479	2138164.4
2480	2137354.546
2481	2136842.666
2482	2136431.137
2483	2135479.129
2484	2134976.512
2485	2134306.615
2486	2134152.503
2487	2133687.545
2488	2133443.133
2489	2132940.349
2490	2132758.967
2491	2132483.319
2492	2132305.024
2493	2132094.739
2494	2131802.287
2495	2130945.159
2496	2130571.852
2497	2130305.824
2498	2130039.5
2499	2129784.299
