iter	MAE
251	4139436.243
252	4134631.391
253	4129109.959
254	4126293.469
255	4124093.723
256	4119557.566
257	4116461.835
258	4113622.323
259	4110729.242
260	4108893.041
261	4104968.19
262	4103398.192
263	4101745.997
264	4097711.148
265	4096325.75
266	4090377.623
267	4089321.328
268	4085896.367
269	4084015.734
270	4080894.466
271	4077112.343
272	4074111.416
273	4069663.138
274	4064508.439
275	4062370.727
276	4058683.709
277	4056289.404
278	4053778.683
279	4050454.277
280	4046899.139
281	4044413.184
282	4040024.666
283	4039177.729
284	4036895.744
285	4031633.902
286	4028852.079
287	4026287.525
288	4020968.033
289	4018433.804
290	4016102.605
291	4013053.579
292	4010328.002
293	4006631.381
294	4004872.245
295	4002502.103
296	3999974.814
297	3998322.466
298	3997363.621
299	3995568.473
300	3991911.815
301	3989276.272
302	3987232.426
303	3985350.075
304	3981557.678
305	3978501.057
306	3977312.264
307	3975976.564
308	3971886.102
309	3968912.114
310	3967132.057
311	3964793.362
312	3961264.599
313	3957151.671
314	3953661.131
315	3952016.28
316	3948224.049
317	3946674.601
318	3945471.416
319	3943087.267
320	3937240.304
321	3934423.299
322	3932746.287
323	3931323.778
324	3929077.396
325	3927883.715
326	3926311.358
327	3924488.24
328	3923267.729
329	3921338.186
330	3918598.879
331	3917041.931
332	3914844.418
333	3912476.673
334	3909858.383
335	3908755.67
336	3905363.597
337	3903643.988
338	3902267.732
339	3900927.759
340	3899949.848
341	3898798.604
342	3898021.814
343	3895089.257
344	3891636.795
345	3889913.526
346	3886219.594
347	3884840.404
348	3882412.512
349	3878956.542
350	3878164.105
351	3877417.871
352	3876497.83
353	3873693.245
354	3873434.566
355	3871880.433
356	3870171.394
357	3865959.117
358	3863844.969
359	3861721.682
360	3859467.253
361	3855974.612
362	3854128.306
363	3851287.945
364	3849749.656
365	3849130.783
366	3847298.304
367	3846033.638
368	3843747.58
369	3839572.567
370	3837618.415
371	3835099.026
372	3834260.41
373	3832322.85
374	3830893.798
375	3829892.545
376	3827948.185
377	3826650.064
378	3825819.524
379	3823573.338
380	3818913.463
381	3815931.457
382	3813703.651
383	3810512.813
384	3808989.003
385	3807339.853
386	3805766.487
387	3803546.461
388	3802383.897
389	3799810.96
390	3796874.097
391	3794679.009
392	3792349.718
393	3791142.913
394	3787783.429
395	3786591.502
396	3785465.842
397	3784655.393
398	3783317.481
399	3781252.09
400	3780435.635
401	3777445.279
402	3776067.375
403	3775011.858
404	3774201.119
405	3773011.071
406	3770650.136
407	3768078.129
408	3766429.269
409	3765199.377
410	3765071.168
411	3762560.065
412	3761710.823
413	3760649.338
414	3758165.903
415	3755595.432
416	3752014.798
417	3751268.275
418	3749450.413
419	3747683.594
420	3747172.133
421	3745783.25
422	3744015.929
423	3743343.126
424	3740918.964
425	3738117.863
426	3736412.51
427	3735477.997
428	3733667.134
429	3729991.829
430	3727775.239
431	3725822.532
432	3724183.544
433	3721909.48
434	3719202.977
435	3716842.185
436	3714566.782
437	3713691.748
438	3712909.079
439	3711374.093
440	3709203.7
441	3708724.14
442	3706618.085
443	3705659.108
444	3704316.828
445	3702988.722
446	3701665.844
447	3700888.52
448	3700229.774
449	3697104.11
450	3695681.53
451	3695087.047
452	3693971.548
453	3693343.155
454	3692701.581
455	3690622.901
456	3690030.399
457	3687502.436
458	3686722.761
459	3684790.098
460	3684317.813
461	3683688.132
462	3681909.384
463	3679021.621
464	3677961.43
465	3677119.441
466	3673997.226
467	3671135.229
468	3668969.103
469	3666939.388
470	3666507.662
471	3661844.287
472	3661429.735
473	3659822.391
474	3658276.73
475	3656993.208
476	3655505.288
477	3654178.192
478	3652887.995
479	3650390.222
480	3650168.787
481	3647959.954
482	3645656.406
483	3645501.169
484	3644102.784
485	3642255.21
486	3641596.239
487	3639223.334
488	3636970.805
489	3636328.35
490	3634465.124
491	3633832.107
492	3632129.695
493	3630809.242
494	3628888.703
495	3626113.384
496	3625054.431
497	3623433.091
498	3619765.144
499	3618622.853
500	3617719.864
501	3616129.651
502	3614940.446
503	3614664.914
504	3612169.45
505	3609277.34
506	3605027.407
507	3602726.304
508	3601183.932
509	3599003.091
510	3595578.823
511	3594213.547
512	3592327.165
513	3590293.09
514	3587956.104
515	3586858.4
516	3584600.879
517	3583228.16
518	3582561.577
519	3580846.796
520	3579589.292
521	3577947.725
522	3574524.545
523	3573667.594
524	3570483.668
525	3569939.528
526	3567128.311
527	3565671.398
528	3564240.976
529	3563131.587
530	3561069.08
531	3559007.197
532	3556162.172
533	3553865.479
534	3548959.237
535	3547421.583
536	3546527.865
537	3544655.186
538	3543700.648
539	3542075.735
540	3541276.123
541	3539331.629
542	3538573.396
543	3537122.219
544	3536395.829
545	3535635.357
546	3534803.443
547	3533401.972
548	3532374.271
549	3529610.72
550	3527287.184
551	3525650.944
552	3524883.838
553	3523845.414
554	3522871.51
555	3521447.2
556	3520342.673
557	3519985.547
558	3519218.079
559	3517644.114
560	3516087.019
561	3514416.758
562	3513712.161
563	3512354.259
564	3510692.325
565	3509900.66
566	3508165.749
567	3505509.97
568	3505063.6
569	3503991.56
570	3503682.361
571	3503143.236
572	3502729.925
573	3499989.139
574	3499425.89
575	3497317.937
576	3494289.886
577	3493486.006
578	3492886.215
579	3490692.859
580	3490137.674
581	3488456.336
582	3486410.951
583	3484368.842
584	3483346.117
585	3482468.799
586	3480792.472
587	3478775.375
588	3474940.364
589	3472405.643
590	3470875.827
591	3469589.363
592	3469124.47
593	3467217.99
594	3465768.728
595	3465281.913
596	3464535.913
597	3464266.528
598	3462998.033
599	3461765.898
600	3460798.187
601	3459929.208
602	3457828.047
603	3454935.324
604	3453992.648
605	3452259.938
606	3451128.962
607	3450219.706
608	3449282.251
609	3448902.825
610	3447553.83
611	3446287.103
612	3445609.456
613	3444788.12
614	3443929.146
615	3442379.765
616	3440454.77
617	3438986.61
618	3437970.059
619	3435636.488
620	3435199.821
621	3433791.43
622	3433035.926
623	3431009.124
624	3429223.172
625	3428022.321
626	3425953.316
627	3425179.047
628	3424803.502
629	3423848.041
630	3423780.158
631	3422747.563
632	3419080.322
633	3417599.187
634	3417150.298
635	3415476.5
636	3412793.532
637	3411221.402
638	3410795.57
639	3410461.729
640	3407897.558
641	3406169.617
642	3405734.195
643	3404769.307
644	3403808.473
645	3403773.5
646	3402133.87
647	3400857.864
648	3398819.674
649	3397583.907
650	3395927.358
651	3394663.245
652	3391587.457
653	3390067.634
654	3389077.437
655	3387949.232
656	3387746.313
657	3386320.721
658	3384900.082
659	3384449.44
660	3383871.343
661	3383349.935
662	3383097.272
663	3382270.849
664	3380825.831
665	3379921.365
666	3378280.49
667	3377074.802
668	3376716.051
669	3374985.084
670	3372931.959
671	3369480.918
672	3369479.263
673	3366615.48
674	3365537.584
675	3365137.555
676	3364601.474
677	3364300.516
678	3359917.053
679	3358123.7
680	3356781.464
681	3355224.054
682	3354735.908
683	3354075.972
684	3353691.438
685	3353266.336
686	3352493.493
687	3351744.475
688	3350946.157
689	3350557.595
690	3350101.497
691	3349930.76
692	3348679.194
693	3348236.101
694	3347714.854
695	3346866.191
696	3346098.047
697	3345471.359
698	3342995.986
699	3342370.062
700	3342207.502
701	3341123.92
702	3340298.834
703	3339839.803
704	3339542.336
705	3339115.206
706	3338572.347
707	3337781.033
708	3336581.528
709	3334795.046
710	3334381.051
711	3331859.829
712	3331095.768
713	3330553.345
714	3329481.093
715	3328925.328
716	3327398.331
717	3325583.478
718	3323691.202
719	3321201.566
720	3319102.885
721	3318606.186
722	3318253.418
723	3317695.679
724	3316712.072
725	3316217.839
726	3315226.402
727	3314747.902
728	3313586.238
729	3313073.786
730	3311847.401
731	3311460.111
732	3310741.531
733	3307422.989
734	3305789.506
735	3304906.65
736	3304769.177
737	3302482.529
738	3301140.105
739	3300213.925
740	3297347.494
741	3295144.458
742	3294860.773
743	3293850.13
744	3293068.616
745	3290076.193
746	3289518.553
747	3289217.806
748	3287309.989
749	3286895.129
750	3286373.284
751	3283857.219
752	3282183.416
753	3280252.086
754	3278040.57
755	3275697.31
756	3275227.584
757	3273745.472
758	3273438.345
759	3273010.435
760	3272195.173
761	3270868.812
762	3269789.118
763	3268794.419
764	3267717.991
765	3266687.368
766	3265748.447
767	3265318.315
768	3263927.711
769	3263086.234
770	3261821.799
771	3261722.348
772	3261206.79
773	3259874.677
774	3257603.502
775	3255853.798
776	3255105.892
777	3255008.617
778	3254034.4
779	3252088.95
780	3251397.083
781	3250890.501
782	3250484.1
783	3249026.398
784	3248377.45
785	3246780.483
786	3244215.832
787	3242741.246
788	3241696.129
789	3240696.81
790	3239581.898
791	3238911.783
792	3238431.549
793	3237516.983
794	3236827.712
795	3236477.875
796	3235324.07
797	3234185.256
798	3233111.353
799	3230329.164
800	3229979.96
801	3229309.308
802	3227555.35
803	3226725.645
804	3226397.227
805	3225439.539
806	3224383.953
807	3223325.292
808	3221889.607
809	3220216.92
810	3219523.506
811	3218785.026
812	3217045.501
813	3215398.197
814	3214309.5
815	3213565.682
816	3213328.31
817	3212282.009
818	3211193.952
819	3210234.788
820	3208474.928
821	3207939.349
822	3207469.732
823	3206251.742
824	3204425.604
825	3203818.4
826	3203358.359
827	3203001.64
828	3201678.193
829	3201500.595
830	3200847.936
831	3200112.998
832	3199804.073
833	3198702.103
834	3198531.136
835	3198280.893
836	3197634.18
837	3196516.66
838	3193686.962
839	3193481.971
840	3191887.073
841	3190825.613
842	3190716.424
843	3189932.86
844	3188269.648
845	3187876.771
846	3186587.997
847	3184917.898
848	3183082.777
849	3181655.465
850	3181175.422
851	3177609.894
852	3177234.78
853	3176632.314
854	3174236.673
855	3173430.447
856	3172879.422
857	3170408.832
858	3169332.933
859	3168609.642
860	3168297.083
861	3165167.363
862	3163997.977
863	3163366.08
864	3160533.294
865	3160070.02
866	3159332.95
867	3158671.225
868	3156932.443
869	3156459.939
870	3156206.849
871	3155677.182
872	3154239.75
873	3151994.361
874	3151415.816
875	3149959.126
876	3149182.325
877	3148925.328
878	3147384.76
879	3147024.189
880	3146581.508
881	3145637.838
882	3144971.842
883	3144424.301
884	3142911.171
885	3141802.248
886	3141517.183
887	3141070.312
888	3140377.603
889	3138916.938
890	3137936.833
891	3137076.842
892	3136511.238
893	3136190.163
894	3135983.302
895	3135399.413
896	3135077.591
897	3134754.493
898	3134099.01
899	3133215.035
900	3131093.69
901	3130667.638
902	3128069.975
903	3127666.414
904	3126395.52
905	3124397.31
906	3122951.5
907	3122659.823
908	3121472.454
909	3119031.788
910	3117566.952
911	3116142.404
912	3115545.961
913	3114917.78
914	3114274.661
915	3112730.138
916	3109999.624
917	3108679.288
918	3105938.395
919	3103841.143
920	3102708.888
921	3101287.45
922	3100484.395
923	3098432.01
924	3097575.868
925	3096259.355
926	3094559.127
927	3093613.357
928	3091940.168
929	3090399.38
930	3088873.913
931	3086999.341
932	3086404.989
933	3085633.313
934	3084179.178
935	3083420.596
936	3082799.443
937	3082401.731
938	3081941.135
939	3080887.761
940	3080244.095
941	3079384.794
942	3078664.462
943	3077924.865
944	3076977.286
945	3075263.226
946	3074515.746
947	3074013.696
948	3072733.687
949	3072420.408
950	3072233.615
951	3070664.076
952	3068967.779
953	3068601.339
954	3066618.34
955	3066324.421
956	3065754.292
957	3065130.646
958	3062639.702
959	3061581.996
960	3061275.953
961	3060927.813
962	3060147.316
963	3060017.617
964	3059624.674
965	3059397.616
966	3058526.673
967	3057472.079
968	3056166.044
969	3055009.423
970	3054627.252
971	3053918.138
972	3053153.688
973	3053010.721
974	3052375.335
975	3051742.838
976	3051138.791
977	3050588.709
978	3049622.141
979	3049145.951
980	3045020.704
981	3043286.429
982	3042675.09
983	3041872.247
984	3040835.494
985	3039840.605
986	3039116.162
987	3037009.984
988	3036358.601
989	3035274.549
990	3034705.386
991	3034481.949
992	3034195.752
993	3033132.062
994	3030539.251
995	3029930.94
996	3028475.408
997	3027597.497
998	3026809.479
999	3026317.611
1000	3025595.22
1001	3024435.061
1002	3023231.565
1003	3021441.811
1004	3020096.832
1005	3019257.985
1006	3017486.285
1007	3016325.297
1008	3015635.025
1009	3013318.68
1010	3013059.113
1011	3012698.272
1012	3010572.283
1013	3009751.214
1014	3008400.883
1015	3007093.45
1016	3006511.553
1017	3006244.797
1018	3005707.468
1019	3004320.298
1020	3002907.261
1021	3002288.409
1022	3001942.473
1023	3001469.082
1024	3001172.594
1025	3000700.244
1026	2999732.612
1027	2998929.531
1028	2997945.458
1029	2996626.718
1030	2995997.414
1031	2994990.237
1032	2994454.146
1033	2992965.438
1034	2992494.286
1035	2991189.802
1036	2990775.29
1037	2990397.821
1038	2989195.284
1039	2988744.26
1040	2988350.818
1041	2988175.634
1042	2986184.594
1043	2985148.59
1044	2983419.176
1045	2981270.051
1046	2980857.092
1047	2980452.236
1048	2979756.703
1049	2979290.624
1050	2978711.383
1051	2978392.517
1052	2977258.204
1053	2976611.065
1054	2975232.346
1055	2974618.611
1056	2974169.489
1057	2973597.307
1058	2972337.474
1059	2971801.661
1060	2970538.075
1061	2969770.098
1062	2969262.027
1063	2969100.785
1064	2968749.217
1065	2967801.511
1066	2967484.817
1067	2966932.187
1068	2966230.686
1069	2964847.211
1070	2962428.463
1071	2960317.249
1072	2959583
1073	2958681.686
1074	2958344.123
1075	2957276.876
1076	2956665.314
1077	2955013.519
1078	2954772.313
1079	2954438.623
1080	2953312.977
1081	2952902.273
1082	2951597.901
1083	2950369.8
1084	2949265.637
1085	2948819.846
1086	2948091.849
1087	2947834.444
1088	2947377.723
1089	2946430.971
1090	2946108.795
1091	2945755.724
1092	2944498.909
1093	2943792.232
1094	2943362.75
1095	2942222.79
1096	2941625.025
1097	2941067.282
1098	2940524.752
1099	2940168.223
1100	2939679.325
1101	2939354.627
1102	2939279.929
1103	2938642.831
1104	2937668.375
1105	2937165.356
1106	2936906.858
1107	2936237.985
1108	2935853.387
1109	2935599.229
1110	2934800.897
1111	2934043.126
1112	2933003.244
1113	2932406.036
1114	2931151.39
1115	2929980.166
1116	2929023.755
1117	2927548.842
1118	2927308.885
1119	2926235.981
1120	2925965.099
1121	2925196.463
1122	2924862.124
1123	2924513.962
1124	2923696.963
1125	2923645.893
1126	2923152.847
1127	2922779.424
1128	2922220.383
1129	2921032.89
1130	2919732.486
1131	2919060.218
1132	2918943.672
1133	2918115.032
1134	2917520.35
1135	2915431.359
1136	2914963.017
1137	2912185.886
1138	2911523.077
1139	2910366.474
1140	2909381.15
1141	2908409.265
1142	2906552.174
1143	2905970.031
1144	2904742.558
1145	2903657.455
1146	2902526.535
1147	2901389.72
1148	2900029.324
1149	2899243.044
1150	2899043.914
1151	2898543.317
1152	2897712.985
1153	2896646.906
1154	2895273.736
1155	2894753.646
1156	2894203.796
1157	2892550.058
1158	2892002.153
1159	2890458.048
1160	2890022.288
1161	2889299.467
1162	2888720.495
1163	2888518.361
1164	2887807.239
1165	2887110.749
1166	2885540.218
1167	2883566.896
1168	2882423.202
1169	2880845.797
1170	2877047.137
1171	2876222.918
1172	2875317.709
1173	2874961.762
1174	2874401.387
1175	2873771.575
1176	2873160.274
1177	2872684.353
1178	2872325.185
1179	2871006.787
1180	2870618.66
1181	2869379.715
1182	2867890.225
1183	2866775.112
1184	2866032.786
1185	2865364.06
1186	2865114.634
1187	2863404.594
1188	2862705.948
1189	2861757.021
1190	2859617.46
1191	2858869.839
1192	2857510.787
1193	2857163.411
1194	2855334.138
1195	2854122.328
1196	2852773.838
1197	2851208.666
1198	2850642.238
1199	2850577.612
1200	2849613.407
1201	2849238.854
1202	2849131.754
1203	2848669.734
1204	2848628.828
1205	2848329.975
1206	2847682.253
1207	2847530.69
1208	2846465.972
1209	2844876.236
1210	2844076.825
1211	2843303.701
1212	2843040.132
1213	2842605.155
1214	2842319.329
1215	2841485.062
1216	2840928.551
1217	2840244.724
1218	2839643.579
1219	2838257.777
1220	2837964.885
1221	2837505.173
1222	2836255.571
1223	2835182.359
1224	2834736.223
1225	2834570.518
1226	2831892.428
1227	2830129.515
1228	2829570.161
1229	2829135.817
1230	2828291.44
1231	2827454.953
1232	2827140.749
1233	2826852.29
1234	2825622.8
1235	2824132.73
1236	2823039.832
1237	2821106.238
1238	2820765.896
1239	2819731.246
1240	2818442.668
1241	2818051.493
1242	2817734.299
1243	2816623.921
1244	2815732.906
1245	2814143.53
1246	2813690.46
1247	2813098.313
1248	2811988.392
1249	2811134.986
1250	2810914.248
1251	2809662.845
1252	2807759.643
1253	2807412.198
1254	2806550.562
1255	2805787.972
1256	2804973.436
1257	2802993.389
1258	2802389.662
1259	2801365.821
1260	2800919.67
1261	2800727.038
1262	2800386.311
1263	2799229.048
1264	2798480.503
1265	2798012.64
1266	2796156.204
1267	2796041.53
1268	2795529.689
1269	2794438.841
1270	2793922.898
1271	2793754.405
1272	2792837.021
1273	2792153.917
1274	2791847.956
1275	2791002.32
1276	2789362.238
1277	2788583.84
1278	2788071.378
1279	2787652.316
1280	2786756.366
1281	2785970.114
1282	2785471.298
1283	2785362.951
1284	2785019.146
1285	2784764.266
1286	2783605.773
1287	2780009.82
1288	2779347.396
1289	2779059.111
1290	2777708.122
1291	2776757.759
1292	2775625.814
1293	2774444.334
1294	2773284.457
1295	2772994.054
1296	2772330.177
1297	2772081.887
1298	2771047.499
1299	2770539.034
1300	2769527.833
1301	2769334.74
1302	2768020.941
1303	2767374.315
1304	2765017.015
1305	2764853.387
1306	2763695.217
1307	2761914.702
1308	2760460.393
1309	2758607.877
1310	2758424.853
1311	2757280.983
1312	2756773.371
1313	2755934.187
1314	2755817.763
1315	2753820.849
1316	2752548.609
1317	2752149.495
1318	2752107.424
1319	2751197.339
1320	2750923.233
1321	2750414.045
1322	2749912.495
1323	2749593.89
1324	2748523.327
1325	2747119.092
1326	2746291.827
1327	2745122.464
1328	2744384.766
1329	2742732.146
1330	2742350.056
1331	2741773.914
1332	2741668.704
1333	2741241.543
1334	2741036.448
1335	2740805.882
1336	2739667.593
1337	2739315.483
1338	2738653.672
1339	2738410.787
1340	2737587.935
1341	2737393.501
1342	2736918.911
1343	2736122.092
1344	2735998.466
1345	2735354.811
1346	2733831.449
1347	2732019.15
1348	2730300.307
1349	2730208.432
1350	2730065.786
1351	2729348.531
1352	2727549.28
1353	2726585.776
1354	2725577.079
1355	2724980.346
1356	2724230.409
1357	2722289.268
1358	2721862.121
1359	2720991.182
1360	2720145.085
1361	2718856.711
1362	2717510.129
1363	2717293.743
1364	2717116.819
1365	2716529.898
1366	2715562.312
1367	2714990.147
1368	2713427.313
1369	2712997.55
1370	2712863.398
1371	2711670.199
1372	2711405.635
1373	2709274.876
1374	2708758.073
1375	2708572.677
1376	2707946.184
1377	2707814.454
1378	2707056.542
1379	2706079.281
1380	2705256.822
1381	2704979.583
1382	2704253.155
1383	2703636.062
1384	2703071.7
1385	2702544.153
1386	2701414.458
1387	2700953.566
1388	2699899.97
1389	2699538.112
1390	2699168.942
1391	2698775.313
1392	2698521.893
1393	2697939.016
1394	2697436.497
1395	2696858.339
1396	2695440.477
1397	2694552.84
1398	2693483.872
1399	2693020.949
1400	2692797.527
1401	2692382.686
1402	2691793.818
1403	2691389.338
1404	2690926.344
1405	2689552.633
1406	2688573.528
1407	2688069.083
1408	2687273.928
1409	2686976.641
1410	2685967.709
1411	2685813.065
1412	2685653.193
1413	2683160.199
1414	2682725.987
1415	2682334.886
1416	2681852.707
1417	2681752.63
1418	2681449.605
1419	2680086.614
1420	2679737.756
1421	2679415.618
1422	2679150.001
1423	2678646.651
1424	2678321.677
1425	2677204.069
1426	2676288.879
1427	2675995.052
1428	2675748.616
1429	2675366.96
1430	2674546.32
1431	2674112.879
1432	2673894.958
1433	2673517.595
1434	2673391.737
1435	2672854.519
1436	2672784.905
1437	2672611.52
1438	2670951.08
1439	2670711.789
1440	2669017.447
1441	2668513.632
1442	2667170.462
1443	2666492.02
1444	2666171.848
1445	2665211.484
1446	2665000.131
1447	2664527.55
1448	2664292.959
1449	2664036.026
1450	2663323.309
1451	2661678.925
1452	2660560.727
1453	2659500.815
1454	2659232.951
1455	2658579.517
1456	2657444.061
1457	2656908.298
1458	2656299.99
1459	2655637.764
1460	2655306.528
1461	2654471.253
1462	2653444.41
1463	2653279.111
1464	2652529.603
1465	2652348.988
1466	2651815.845
1467	2651380.312
1468	2650518.816
1469	2650127.537
1470	2649988.272
1471	2649349.234
1472	2648646.841
1473	2648023.388
1474	2647956.24
1475	2647564.589
1476	2646510.879
1477	2645786.172
1478	2644638.932
1479	2643012.892
1480	2641596.47
1481	2641210.783
1482	2640772.067
1483	2640266.489
1484	2639117.846
1485	2638995.635
1486	2638243.998
1487	2637440.705
1488	2636669.975
1489	2635282.697
1490	2634928.239
1491	2634789.706
1492	2634405.094
1493	2634212.686
1494	2634014.857
1495	2633191.009
1496	2633019.232
1497	2632335.065
1498	2631550.793
1499	2630855.166
1500	2630200.076
1501	2629457.715
1502	2629422.418
1503	2627745.86
1504	2627115.614
1505	2626389.341
1506	2625221.05
1507	2624916.429
1508	2624531.236
1509	2624177.067
1510	2623860.541
1511	2623652.969
1512	2623508.149
1513	2623284.77
1514	2622749.203
1515	2622529.309
1516	2620993.691
1517	2619758.645
1518	2619691.75
1519	2619357.519
1520	2619145.946
1521	2617572.725
1522	2616675.507
1523	2616122.387
1524	2615190.086
1525	2614515.56
1526	2613267.955
1527	2612513.526
1528	2611721.531
1529	2611260.1
1530	2611118.502
1531	2610052.526
1532	2609827.362
1533	2609504.559
1534	2608796.137
1535	2607290.004
1536	2607112.06
1537	2606398.954
1538	2605981.336
1539	2604310.089
1540	2603997.205
1541	2603276.108
1542	2602668.3
1543	2602115.321
1544	2601567.289
1545	2601083.765
1546	2600947.109
1547	2600326.018
1548	2598324.736
1549	2598251.241
1550	2597602.374
1551	2596847.215
1552	2596184.258
1553	2594600.895
1554	2593799.848
1555	2593460.622
1556	2591952.589
1557	2590019.863
1558	2588908.259
1559	2588664.143
1560	2587858.476
1561	2586864.472
1562	2586053.723
1563	2584638.799
1564	2582907.808
1565	2582482.061
1566	2580552.489
1567	2579841.381
1568	2579273.742
1569	2578768.91
1570	2578292.628
1571	2577993.979
1572	2576995.268
1573	2576382.816
1574	2575660.404
1575	2574807.114
1576	2573953.53
1577	2573556.74
1578	2572577.635
1579	2572377.131
1580	2571931.935
1581	2571064.945
1582	2570830.903
1583	2570194.115
1584	2569373.433
1585	2568701.798
1586	2567967.662
1587	2567287.572
1588	2566858.85
1589	2566512.209
1590	2565244.075
1591	2563992.278
1592	2563259.948
1593	2563102.145
1594	2561415.841
1595	2560510.701
1596	2560099.056
1597	2558634.623
1598	2558150.467
1599	2557284.872
1600	2556622.64
1601	2556230.248
1602	2555854.29
1603	2555546.374
1604	2555323.316
1605	2554535.381
1606	2553785.069
1607	2552520.09
1608	2551941.156
1609	2551514.78
1610	2550278.981
1611	2550128.398
1612	2549063.197
1613	2548755.453
1614	2548437.859
1615	2546943.564
1616	2545803.166
1617	2544869.329
1618	2544662.485
1619	2544236.452
1620	2542263.897
1621	2541356.11
1622	2539993.662
1623	2538998.251
1624	2538578.104
1625	2537989.864
1626	2537874.89
1627	2537048.591
1628	2534654.057
1629	2534307.921
1630	2533768.318
1631	2533287.16
1632	2532879.564
1633	2532440.354
1634	2532080.167
1635	2530152.079
1636	2529848.165
1637	2529166.238
1638	2528649.949
1639	2528325.335
1640	2528037.072
1641	2526894.768
1642	2525971.043
1643	2525408.296
1644	2525160.384
1645	2524175.755
1646	2523359.76
1647	2522988.375
1648	2522441.547
1649	2521642.553
1650	2520044.648
1651	2519513.647
1652	2518637.83
1653	2518251.18
1654	2517666.657
1655	2516799.927
1656	2516382.195
1657	2515032.969
1658	2514081.748
1659	2513162.086
1660	2512995.962
1661	2512314.326
1662	2511642.92
1663	2511246.81
1664	2510765.086
